vendor,pickup_zone,dropoff_zone,trip_time_by_sec,pickup_time,dropoff_time,fare,tips,total,verbose
blue,20,4,2404,2020-04-17 12:24:20.109052,2020-04-17 13:04:24.109052,120.20,12.02,132.22,OVRvY2mrkLDR1Xdoq7B11DM3c7kYCHaRjBBqLMRLX8cAHdkvsRIqo2nbfmnSwdNUfiuSs7kOL6pk9NqUiDc9atFuCVbO9yUciwEfBKoqa0THh1qjSGJ4gtp2QV8HQyfYxE0Vp76WQKovh1fmPUWre5OjvC3nBGAin5CSts9GF0reTAQkBYr4klPQJ3l1Fb7xaK8cFrg9HrZJFWX7cz6ZtKGO0Zqg3xfWC8zHmd3fBdFrh6AG9DgrFFjnkiKTmbHvwAxJyIMFvhwRQzkSCsfPFJUR9z07W8SRvLp3mKZOj9C6sGVYQ4ny8o8fDHPzlcLxWSHekI1lkiiTqs8y68Zky71OjXulxAi6KAcHlL10gfLOqTs2RyhuEFLYvYU1lOL5ucxVWeLrgefYDImvDqzxlOqpGCiss2rYaqhsBi2kbKJQYo7VHmdTOyG9YgkGzFKSNGBivSC18TSnkrJBBL29ryy5y20MW2dYvTDyXGICtiJKib15F06vkYgTtFPGqcIUkQya0vCbQdzeODoGgsqcq7KfrDA3Fhke2ABxCeYlvjN9PavpCIF5Ncsas8YX0Zfqf2iWT8UTa89qSczpaGhfVlj99jvPLtxbtkzFtLU7Q9roXCVNDysj3x74N7XouJZMFtQb2MBSSx1wgGGcM7oZEl9fUaRFh1g3pjRLsnGmVtX822Aph2fPML0kLrrP3svktq1rsqIl9svkmdSXhUQBDaF76VL23epv1NrnMqa1uXYucqzuuHAoDOk7NexcSqLP
green,13,11,6352,2020-04-17 12:24:20.110155,2020-04-17 14:10:12.110155,190.56,7.62,198.18,30e6J8sn482DWh1NkMeUXJVqw9e7hzHL6C2z3UGX9Dj5kP4iBeMh83WjP4u1b51UaHsPMWPtZITeyxZD3BwkMEGvkdtldd6LU5FthtiR9IjXswuluBJco7aJc47zrp2v7HrKjmZcGlfnTwCqw3L0qlVxpjnqrnKj04wNAwkkhOL23un5Qqcj58bInGq9bcUplMrzMwA1FaHBarzPuuFywt9MwMww6K30abYCG0XnRWB5xErhjAeiwNf3a0w8Bk6Sj3BQePHbtJHE0GAh5pnv1vkjie4UlCHQ5FQeZIOVhUiisBjECZuGU2jAqu37OF8iI8vt0Shx52w5k8dUKQVR3RKT9kXFIuyKiTECjC881ZoaUuUPz7YtH7fYsL5ZBY0Fpoa22KNpYn4GyHcE1ICuj35lCHGk2p46GB2xzpsobIi0E69PbkCSQimB87vsoBiza5axcOCmBMIqYFmSEDL0XJrHtivToICk57kn0uPYMwjMZU09L7oyvWvS7qe29Vw1dtyJa5TDiJiY0u7pNUx3nuk8jBV8Z7iH3co45GaD6K6A25PScpRUujoEl07EnJyQJPvALqibdFsUqNwgtTs0xCgPwef0rUg8snPoa9oJs38UX37pVuKUNAolor2Zz0FwPl0LGMe6ZpPaREV1YYCBtIlDikaPx28l0wzFBQtC3pIBX1sDLHWpheRWnUIrcwqMbLe4jKkQEGmEWok2wO0fSUalAzPYzoCLug1GIC1NA5RKEt5caMcR5xSnM8QE1Q7o
blue,7,13,3772,2020-04-17 12:24:20.111157,2020-04-17 13:27:12.111157,150.88,4.53,155.41,6Amia2KRSlWuPXrH1sJJR48Nqz8PBXmN1kNkofLFvrKhThwmMSD4mMdScQWaJhihnuH93oQtLITeWkI2hpjBN1WKMCwd7nIvuHHQnuDy9uK1DJCv6H8O6Sg4OnHSkGdMAjQaJK9QEF43E5vZcEZeZ2d1xQrM1qtHF16mOvtP0yZ4ZUaAwTNq38qvZmgwv93qmvF27En4F3WJzRPbwSm1moME9eRPZ6PWVh07nGVkwp5gIdynLnIsTGl9pvNz6k721xXto2UAC50cvIYWLMRoLGpKm5KPer3eqV8H0G2waMEmEkfsm9zWyA7HGFLT4G5zmCVXbQcwJcTO1QCqtFAzEnAzE88QwFPVsyCSD5pd1GIV7t91VA6IT62POCHOX2eS6jzpeSOvU15TH8TcXO4rHcsZz3SlJNcF6dKGYsCdDY74gzPFCdZM5aHFglbbteDwLA4RgyZn4E87MsRXR9qrsqOXHW2h7e3uRZxLcYStNqedh3mAyBq9rSAsmzxUJIIoEfY1ZXUb9Aoa7qmdtliwxZ7dyeUEP3aj4fRXVfmt1KqdAPSRm6YG1tCyZ4pTlexuhjQVkwgWvagb4Llixqraf95YfhHZKAeyS3anynjFZW1ayFE6ccBPN4E4sFZNVU8Fd4Y5kkmRJ4T497jzQBhj47o9rbMbtuLE8XANRoXVTZyoHrf0uGRbVvybg7g51t1qBlAljuvlsCoWmGvvSSOdSTD0dVNlGuIx3COz4bbvtOp4Uz8FBK6I60WmQgj3wIeO
yellow,16,17,1818,2020-04-17 12:24:20.112200,2020-04-17 12:54:38.112200,72.72,6.54,79.26,5wOXs1DWkVe91tNyowthC7vcHI1SUAGKDDunrDqh5hVYUMmboofSE7CIocPRycGIvSv2VC1Ksu5LfrxqGoU40xRzfL2fsDObSk9TE1VLcLAa1OJcAbFFDgPhLYTGhBTnPXOhkbr1Xt1YQsNlzEaHaY4MAUevm4mcobah3Og6hDSTVQUuX4xcD1ya27GVpz6PrKCanMozRvDXqmwHR3hQzcojFSPGZyfBD5SBCFPlMMJvfjVdZmLxJX0FnAUXIOAM9oAE7DxenEuOu5i2f5yTcHlB8xQSMzTq1UKgcsAlDGWBMGHJaKTQwzXhvg4Ik5hS3pLIJ2G0VH5pkPxMBTaRP5VumhsGD5aqqqqPaR1hs1546aY7ZkyihwTgHN6mhwCEqP2CuX9v9vpNJxXA49t399nwdypN70kRIcn5uU4FLZvdBGvQPgOtSNK55r4sDzeTadJvUTlBIVOy4Bb4cjoQRJD28KleF1SDFUUC605AtkDJxPTNjU1nfiHEG4kJgpAYbJCRNiuwgZjDi81y0zjsVvvy4wAHeXrc2E7bekAWZlnaHucc0hLwIWRMgqOfdRukRImB2fuwIpXmQgw2OfglPrgNBphUlcMvnuNrp6mAgYigrf3mkRfIzSUsyrPZYvIhqVe0z0CthKLV9IVOLFBBMSgmiRl0kWfWYIeYg5vcGfAD57zYupAovDWZ2E9kdYsaNr79IZvJyAUuPC5T0aEgRZltg3jfXRr5yXTOkVckL7Ob68AAYbL0u6mtppVDq5BF
blue,8,11,3059,2020-04-17 12:24:20.113240,2020-04-17 13:15:19.113240,122.36,3.67,126.03,JPkfEdnsmkt6M7l7RXdo2LRoMnNZUUQsBKahAcPoCXMvDnRX7x8FvIdzehyRZqnfVubtIanRvG0FiqSOx9i9j1ZcG7ZgN2Irk0GwHDGfIBHYHWzqEQLMfR6562aTDB9WxaKTVaJGulWPJNqJs3h6Urj6BRZG9KTUlFnog0e1w7yASMAYjMwBoSKY1xL9c9hE4wFosNSiHERvLQ65pseEyQ4zr1RXpBaNC9rkobsUrMIw33ViXfyGKpdQg3fYeesQpJJ4jADZB8F0HDfFdweJsnoWWuCK06cfUFrKC4Xb8zjCx55xLDZtrUIOiXoOIFDpFwriD0KHJ4HvCJoUsE0UiBJzKwLZzSiNd0EvAhSAGQTww9KL4eewXbrlM3lKHWFtgyJ6X3kod1ZdRQqw40wvHjMUgt2JYnbNyJeRCnXGkmsFvn8uAcIy8Saqps3Sxjmf2jbQPNX0d1sszzQdfnIqQUPDQJU6S4047e9xSgAhpP2GO8MmWqeH6FQVSRNI2TtPfodP295noA0dHJoMuCFFvnqBXZOicUO0n7nMl2jjeODdnZdeggrmeyoqd15Uc3bEFwJgc3VO9RJGLsMur2RLSwJIcveioBr3nm6nnLurWHJXrUgZm6iFIiOk0IJfZoam6hHNcpArn3cGK9acEslkoigSXYMNRaZitkEzkL2CAdaKPwUisajxBFfLvbMQdOn2S0fjTKjfA21QpfpalVbPhqmnEm9c1mj0AqIFfrs9sxkigROmBuwIM6ek8CK8hSZc
yellow,15,15,952,2020-04-17 12:24:20.114294,2020-04-17 12:40:12.114294,38.08,3.43,41.51,ENXcWqPlANjRnFwV9pvzE08NXiWpo7rvY9ounaujwjNT9Y6SZDDkkuD6caDTkMwPtb2XcGXjSm7rY6Nm3uPBhX18gTsvCGSQtMNjh1gqKfWVQ4Uu3kDul9G7rAhnBotpgEiqcHzPyZoKVhs7g5H8VUcwiRKmUbvkzIjs4t8Z9vlPVSC3p2JDLVIfuSpqZOS5xM3VJbOQuNX4DXzGMtzQSFYbFyZP1zlAWltYrGbZjIOSmj6BX0rloy42SxzRhqFCfJe1dw5kaqJ7I3RGMAxzT5cKwotaNEMOLOiHDQi45YivaGXqZmrYArNTnoMQzrEjC7zr4x8XuSaLRUWy6TIwSCW72HyK7DDa5HAtXbtqSBRorKay2WAXUywTfwWdLZalM8C2eCDUERxUpcqvLROJqHufNe378868SoKa9UERj1vYHjHLTrIf2ccHp9R4Nt0lsPrDeuOejQAjHVWJTcc9e4CbnexcGbYRl2pcfPzQlqThd0qxAhjsNPxgj99N5GFmDP2TXI6KPV6CI9vzAfQcVBmukosCPK7yEGT3YYLFSaB9jAnS5fNawtR2aaqX2kMiXEd6hxecKhEiWDKXwqM0NeeWgQVVj8dnQqHfcmhk4iqWgROAWDFPx3S8oz4Ilz2N98ZVzZlenxXCxoYTxRKVT6Kfw6lBO8wQgiLfcKhP5n9atzUqgTWmnZXO59HBszSWhWoPnG5xqeqZELDWIvUErwLCT4oG0BtJGiOnbtgm2Bs7B9fJ3XE6hUk7m6qlTq0A
yellow,6,1,3460,2020-04-17 12:24:20.115340,2020-04-17 13:22:00.115340,138.40,5.54,143.94,D5U4bz2TjVpKVqHr44zruOWVY45D0Ee4MIkiyF4jE6YLurmhrLtIEdyxBA4d1ukfaSeYXJQzNduaKmIHmDbTxOGkhzLFXofc5HKZR7dLNFOYAjSPOLHj659tjWtsorihcmQLv74TIiJuVinSmUuPnTOFtQqKSgb7jopxpYOK3WMsaONoYPFe624x6NkiUp1unngIbGsLIY4AEElD0DiLg7IXmRoWZoaqQN87v2UGVnnPAdyPbIBs6BQ9cAJWeokSwgdNxPNVgRWK779EXo6uoWPMZ85UzLMbt5M49Z73EhNTRhqGdZJx7WDckohr6uxvEp3B5lw2DLe3MwBniIJWW4YF8gmcM3eaMVzSJvsEYAVtvhlgvcp3G9jXhdjiSqYTFN96oEu6I2jQYNzWaXg4EmmVtibyeNXR17Ht7bv57qLb9V6zcZPC2wUdxJCDltODD9Y93p7i6mGYXAxod2zNIg3GPuVaMZHFOK7FVJEe0srtydRuE3mb3sli09W6wQykItCwS8cWxacn7rpMs6MX6jAijSYf8xQLirdPXXKcjfQWI3Qt7MAb5S6yRLOfwB77XviaObr1LDIxHnBf90JdcNoE9KZ6oYOKoqMGZPkS6ZPNsphyOOjxAK5RN1Db5Sx04F3IuSzSEGhAbWITMPj3Z1iYKkdTM4aHVcFES78O9nNNZJTwKXbD1QriwPDFWameo1L4vMmaIiaealT84MhZ3rNWSGYnixmmzKOCWn7N6CPCn7hTBH8ZDQSI0cRUtgzW
yellow,4,20,2791,2020-04-17 12:24:20.116730,2020-04-17 13:10:51.116730,139.55,8.37,147.92,UcCxTBcrT7nqTvBZh6ends8o6kVAmV77u3Vfz7qyU1nVK3Gh8fzGo1BBSCcaaln3tZ4NOi9yWlfNZjDieRtxBhK5poNHfpj5mbXW8QTciK463KgSURrMTxz0T02XTNGIHtzT7P93HB3XIQYhOpM69LK6pLSW4RQ96eJF67kHIp5BXrKbkNGvD1A3dtywQkPKHz5NY9fnOqTEL6PhnErGvTkisURFuaOBb5Ge40UET52dLNyfHkEj0pBd1Z89xkoYXrJ4dLVkSpfbgnv2M6iaZh3tOHr92EKzZ4ZsICMFm8sGiPoxPQQkM0vlZBHOflUhpr7XnYXfANuCqnos4d0mmRXsC02rvKA9dhXimUlY2AXCNZfUN0ibBlbKKllOXtBOMKPBv0B2mTa57V46yuW9hI5u1nN3mXCgg1L0BoDi15Ucf5YD8rrryXxc9P2Hj9Shr3KKwpmu629Xr9RXYm9w9mV5iiJ8OThJbBWiZPB2iwzQQf54zHVjlKB6yKK3iirbprz6Rb45j2RlpnzGUeoQhGUIQCOWu4pjZrIxpRRTy97VuERuITloMUZYdsgDZXILGO5FU8mRb3cdyAhsYktKE7zixhY5OVeS7CQeAeKRMLZyuWaeIC1adyHkyEtCSPuwnKqle9OTR2psWHBGx1ZNlvMpVESslByAIgu4OX2LrKoOv9jmm0W04ktM8I2ILfv7xxTxkRRzXbJ2pO1vgACyTcmCvq9osRe2d3cmQk4zqQSmH35OfmsQJMxcFgxtKYsr
blue,5,4,5691,2020-04-17 12:24:20.117786,2020-04-17 13:59:11.117786,170.73,17.07,187.80,OGzFv8Oo5RAjNpVAa3jkZ8licsWclL6i3GsvxbX2R5g8EHQ0PAKWUZ5LeBW9Qav2bpflGqAIcCEedQvvlObgZgdymcQrYFkl6TdHGDZlPu5mwff4rr616JAduPwQfIOwpwZjKnmN6tmVdKy8m7mWa4M9FKRwGPFPcUaaJ9NgyEY8mFsAttkvOMuX0Qncy7C3WbW0aDCqYxUQGGu3snzN0KiTKsC8gnUaIio4qUQ71mWTOXlCAbWDNSmRdf1HJgoxMLHE9uICWII2CqyNi0X5GicFQHuLusTcfkaPcAkPMoYfuCef1ei7QqDvWmqLeIPfe4m8FTLxZp26Dgut8RdWdvnKB4ekLrCZYVHOemviu6st75i1yMknmQfDlIRNG9RNPDDsu92ewgyFTtPlhzfcx1sQBlyKoMnqiMkqIwNYGUWMEgSEEBvi0rOQvngU07ImqiNeh3j9y9eDKkWx0XM2uPyLNJgD2ahiXZ8SqGA3sZaN9lFUYlvcPHTvkp9I1OaYgcZXsSJUpogp5SU4qOWsfnMJDsKRJShSXQEWUaKyzKxoi0HOPmkuTYtdL9OV2bc79pWQ7H8NDAScZlWFNhUenWiU08ADUv0Yq7wywnW3Q8roOhMCYFbaqEKWQf8jpYn0cpdlbRUeKs1wI43lMSHqAXrZIzMWnP39ijxgYU3AcTRQ00ozfxxHVhdHgM6nZ6EufxWGEouALViS2Xns72zj54JEMfYdaWp1VTaEYxPF6qQg2z6dqBAplISMjodRf03Y
blue,15,4,4523,2020-04-17 12:24:20.118892,2020-04-17 13:39:43.118892,135.69,5.43,141.12,czsZOsrLTiNnGuzh08nL17d9GCWSanoPcFBHcS3lzgDPjRssvPTZVzYEeV9NxednOE2bR4QiNsrmsvXiZO1fecRAkSwritrg32XLkCIzZT6rfNZeVw90QJxsPhG9Jwper7FimTM6Du1JrvnqqqozvoDi01B4If2tgr60AOtDoGv9blmRzffNveWvX1eeS6fv6u6gez75KzJifpi2wKk655BcAVGSeZUPctggUUIJ0p5mxrkI1l4o5XKKu3meTxdLTgoUYhqCqVgZpfQIlM0X8Rhn7xKcCECz5FdudaaLaK1U9NNCdzwzlylFr9bB65ASsA2gXoFDEvmTfVTU99ErYNAsKzf1FQl6uRjDHFH5wEXfGqVJ0wRTha7Y0KCW93C94X6Vplt4PMD14hRFF2X59aLhx3iCBnXO5rUM0C93VWlB5Mp9GTkqySp5z8EfXggCBP1yPl4MIvFwanL1sRXwysn27o5sEfUxYE3nugLFuGfBAViaXqd40Bm36q9RPMZuGm1JukmNk0LTOCmXnTZ2iF2zKQHQXPmGTVSOkHJpTIRFLydfVlXrFJX9Fb9bTxHbOHtDYl9Kcs19DaRriIDpeCjZ2RJY6QvyJnL3QzYT1RfFdwRpnCk98HjRBWdD5QkKPb5zWxmi6gQz4CBodDOBjCIZmhJBfbitGDfYIaz0iSjOSKF8YsSFI54TyxOstSCNkgInobJvN2GI3zg2tglbDuibtJY7FCMlfO5OKX9PIlaaOCMB21wIKv7YtCkacnVg
blue,14,7,2168,2020-04-17 12:24:20.119936,2020-04-17 13:00:28.119936,65.04,1.95,66.99,Aih3lMAFh72riq10nnEsshkkn8rSrypt9AUeYniMtLGZiQvv0RMda06MCyr5YmRakfwPeC12ecVwYS6730Zz2xjPSC2uRHuXjPbjo85PrWhj4mOhYYuQh5IfNGghFYSTfqIi2cZD2fDRVIXxGqzdF5sZQZn3CeheD7cc8MnozZc4rzvyWNSsbLVOSwLDTn9iZMrZymmzS066FF3L0h3QSfzPuBqcPOwxqsKfHCdM2wlul0NFJXhG3lEarWYUN09NPtJhsjzjq3agBuzEcVy0jvRhemd30tanb8JsSaMUKziCTOsn2RwD3QSzL9LufrcmyjoiPoFIiqXbg60X8f3zaWELzBO0wALwmFnmPP1PYtfv6VrOZ45Vd5erECY2XS9bF3TlcURL1qD9SbmQJua13gFSdYTzGFY0L3e4HKKOvgmgDaNcPdRXN2si5Z6eSqGHjfIqScp0yjQXRkKcfaVSNgvK7ieIVypWA1bsZhtnz78ojo1dQ77pdGlxoUM4jB1zxQZWVHauLB1pu7Hyd3oAGFNnSAUGjlqDNIWXeS5lTei5rcUvFs0LOJoNWq7FXN1Qvbg0paSa9cCMmA2plPfoCDOgIpIl0Xe5d2BJUZfkLzFXDs2yMsRjGQrqa4pjjd2Sfl6Pp4aGJkzCY98ykuieOxC7MG6K0NQlN8zQ5UQtvYsOuvWjIkBQd38l2LUomTkoZu76dsKfzDvDZDQ3f2blm8GHQDoWNtMVAk8a1B6E6gDowVFcChXuqjil5Ey2oUyX
yellow,5,1,922,2020-04-17 12:24:20.120977,2020-04-17 12:39:42.120977,46.10,2.77,48.87,dwqEd2ku7lFb1Te2JIcIAKEuRabLpaa7nClywbtXlhrtglQoTAoKA6WhpxuLFONHxRKtssbOr028fymulDvELKOvJ8oHQd24tnh002H7ODmuDL38ovyO4lfWrFyJG2xkbNGLjImCUKCS2xxy794V4iQPKGcNqsrlA5HC5mZRQU1tCZaMLGnfRPnxX04LulaskLjOebwBiapWu3HIgZiPFivdWUcv42GzqKy8JtOOx4rUOl6HRsfHOMlkyB48AuDIfQr8Eg3YtrvQSL6E28TnWSMG6AfYsObw5jH5vMg0IaiG8PDIrIeim4jgBhThmaEn1TN52TGJaGc2cEtXUbfOCRLflJC5AEP2JPAYEuEHaJ4Qe2ohgTEqjyF0h9ez1tMXwko93SrUoX7ciXbph4NSTFGxJvhQJIb2A1K1ZSMVFEAg3AsyZpTmQe6iJTXJYA6iADriCy6hctUlQS6iufcGHVKAk12zIK7P7YctXpr4unUF89zdci5PRLvucQQrb6mG9KbucT51XoCo7i2l9W7VVHD2NVi1qsSkQrVPaG3MtH9qvH0l48i4f2IqFQC0JyLhGwXkGI3pzSE8qJRyJBkDhEDtT3w3gLbw6Tv2aaFLAYZC6TaefJSheFiuEQT0C0X1xXekr6U4sgrzbFT1hoXYI3ENkoNjPfQJSkgJtyYRgnENbuoOjv2c0KJbDIHt0ATEyFbiiCOoG6MC2Ismaqq0x7Pr5YfIB3IvfplcGx4ZcbSaMffLrTZnUOWG3XY8WzNR
blue,13,12,5243,2020-04-17 12:24:20.162246,2020-04-17 13:51:43.162246,157.29,7.86,165.15,bi4RkEaNW7QUvUt4IiiFKydT8X8nPzCtsLRTfQfJClDleSihYtkIci6trD2DObQmgP97BKpBDQJATQEDAQuiCkinygnW0pW7opNa8pTQj58SrTYfqxi52AqlL1BJvOU5s9FMymTGhdtUBRVT4QlXzg8uyHo27ay4gER2MibubFxUc0ooe74bLrmwigE5F8f8hU8TCcOs3BZvghpHOBZHZzvjS1eYvLqfu5QmrQufbkZJa3Rpl3d83MKFV5vkuLAA2h6RhbOL3posODO89iAlcEzJVZZyEaMfaO17Wp4xqnm6gN6j3tWE5ZyDQ9OjBtWDSehAk4N5nr0oKBiUgc2bsOopS9c6vgd7qg2h3vqoeSnngGUJL5cY7wLOQb799peo3THtR5MPzJyN8A2p8At4UzUI5xzTJKzm7NvMrzJWnRDc67fgYJNTFcys0hyin28PKgEW2sNT3bWdIR5FkhHkbSbrRvCjXmRuoJWx4JEyULCEH5eAbYvdOUQzukekn0vBQ0VSJFjjGV1252PnXWZgplQkuJkdzDQONrL2nSml21jQEWkx8v7Q7w1dW3HoDS2SwBCOlOerFJHOxzTa7SVAzyq3BbpEn8XtIiGYNy3junWTxDIBqolZ3iFsx4lRo7uTTZyndKN1AweJ9nusU7XTGuP1HzV3TMnRRpSWH9D6LXYAc4g1KnbWDdgqat1fQheKu575vnT9OqfTiS2dgggnvOeOxjiaRrf7f4XwXohmMSvdKCAxQu0hkuOPSCIGHtur
yellow,14,4,1952,2020-04-17 12:24:20.163319,2020-04-17 12:56:52.163319,78.08,2.34,80.42,CTU4v0RyBkorCly1me54qnNsOaSdAhtMhTsIgkQdZZnnxCSGhIMMClazZiVzJIwE0qkfZ5fFYXArUSy5mhi7jQ8lIBuqYZTzLjV31R3Vkq8Xdbs4zpww3MrFYThmzR1SfVZCYnO8BFuTwX6JQYTdLzmropM7XOSQKF6WKhUW3dgFZelTxqHPRaSxAZ53eb99Vruq2W2w7Vllzzv9wWO6HAz8EIC0wvfR4gzkmy5Rm5OXPw9HvM1BJjYXCwdYX3yI0dCvzRfKMLU0ZRsKH2S2LlyMrE6brY7cWFkFzcsQf0VbwhRHe14z9417bQcwRlYawm1hLUwOZ3F8TsfdfB3uL3S07wadtvonVdOnjF7JEJbJGY2H3CepvTRN8h4KW1iD03YwMig7rVLqfOIMRvFgUoLyNpshTWMWRLkwmIMUrbNSrCmh5os1mMZHuWPirRcqHp2FDTNKRtdmLoTmzq1qgs60DNK89dh3Mcgt3XKTwD9xFrP2FKd3n34uWVCrG02gNJjltsTKvkdBpPU6c4q63kL07Xyp8Sf3scdrJAoCc2J9y02LZm7hEK6MClyFA9InST098jloJNN80ovpBZiMhx09PlsEgKInhBdiDEdEXTW0oyAF9vBJJq4uPbKrHbzHVoNi37l8lF47iAq04YjDx7PgQObwjIJNQCPVde8K7MzZeWbYaV6VebwBjvINCSbSm6FqY2kTtA7EV2uxbmeL4nIovLYNRhzXiFBqdTqtyon1GTPyffTQ5ixUTd2Fsn4t
blue,8,20,5682,2020-04-17 12:24:20.167301,2020-04-17 13:59:02.167301,227.28,6.82,234.10,wV8HLqn5U6gy5ooXJXnbVrTxypzlTjyEgPd3F6tLch6czaxu0uMGzGt5pNwnrKiJLxtVWqxyuwl3wkiPIygFHpoZ07MmdtkxjXYdHIr6xu2ucqcGQS2OEvfGjpF8gov5LoYceJK0e3UCRKNHqLPLaGmnKGKPwXsuq4FAPec2sMdQS5nnXmaxfkktHqF2qjHtqd33IpBh2TSPTe6LABJxpOwRrA2F6PHhj9oa8LNB7Nwrp6kBmwE4xnlIlZ9hmXUdmIRH3V3Xmgh5kE50oRWwTuNajQA4xGnmBBUZT0hSKnbnmCla8yPa5rLXnmuFHKyMwIS7BwQUiXIrkFXl9CJhp9V8pjH7krxXGo8yPAdFkffx9FRmAXScL9QvRuMbuK3qr69QwC7ysKmn7SzayxvYAKcji1lrZCzXiBLxTTTDdUO1NNF1r8oB7QhDkc4llU5X3lQQdukfEHzq1LDTSQtJ4IDRCa65IDxPLEybr1iH3o4ez8jjnucgE5D5r2CJOtBrp1LIi2U5Ll7bc2ak1YzjcwbgNYzjsU0CExhGfWSbsrkbMuKo0tW5fnvXmATLoce15ZP03ZLOfAviQgaiFmr7mSGJxhbN8EYEIZnzZSDbD6vzygr6BhHgyEOV3FSHqJvM0pjdLyjZAVPP8vn6MpIor7IWYTbEJLWEBh9F5ZXn7FNJwD7HQMMOuhtgJEBdo72cDbmTWvX3pisHf3ofwJFVjxOtq6hN86PTsNERm6ZOt1cPPovntsoJVeFvhPiLcjhd
yellow,19,8,6568,2020-04-17 12:24:20.172256,2020-04-17 14:13:48.172256,197.04,19.70,216.74,DHl2LPNz4J22GcTZM5wnmxdAdgczqmiRn0wczuZ76wbUw3QWiu82obMjAdb2gBMNbyg3ES7f8zapsjGlkfNjQVH9xl2E2EPGu2XHF3CPv0mXkvgCaGSLhiBq45QX3ypd3wqUKq8Gs7C4g9H5N77ABAmwOwIOEkHzHpzfGZL6IErvnPNZCwKegFm433S2bn5WuclvUOgzfaAnqiUYQKgxX81e9t5YuMDeQ8AG8ejX3ESPsrBLPviB00R8y2l8Ai83fPYZKZutQ8aZjLcg2DZlqYUxLtIdKfh0LVOUdLHGL6pP6MkejXdZcanm442O2tXXPwcD8E9OPU8eiVFj7ukWWZyA4t0KNXXv1sIP4fXw1s1Ms7it4G7bZjcCUohCUHDU8HijCRm36Etf6O6KHUtIb6gcdIVKhaMR7y63icciG9S6VuWnShusJ6hBPmCsrwUdn416IkOkmqA4rqJA0bCG5OWcCcL9ryOrE2tJ7oiXkXWeAXa30EQdJlG7C6R0QanXtnOr60fnDnjc7UoxOVmbooIufiDXHddvydC86S7xj8C1wOcw3FNUY8nRJ6v5H8MHSsKh0enitfdVNBk5AJZeKK0wfkRUHR5qMuqnqCxLvGFVvdqBcivrKYoG6W7OXg31ODh6jzaq3IUiLGIPa1scJPUuS3ReeN0kMeje0XC0M0YywxmxStkoro998AtofXSPh1TXvqk6SBNjLMEBijUmUfynpecGtS3NnY1i0oO1NWZRDoGHLgieMifWku7b5J1q
yellow,19,19,6593,2020-04-17 12:24:20.173788,2020-04-17 14:14:13.173788,263.72,7.91,271.63,A5SzWCOKh7Q3Lu23aAWvojTQtUaJtx5XWe3FxPrGkhNHZRQFOUsu3Gg6i9PR6rN58ib6RlOzbxmqELLZgIq7hbj8TCoPRYNJG7volfze5vtB2oNO31grS9TnOhHeSO0NrTt1fX8hiG0F4rPvmt42QgFwGQYV3O6yFLBTSTWbKmCKTx4ejjD6dngdoFh3waWAO10DTZNsKcMAhAZf0pKKFIdfQsrqA50e8rgPDlfgsHa5euO5r8R2cEasJyu7dc30UnvndysrpNHPNnwWpiWvT4ahD1saEP4T2Y2XGR7jlV9pte5Vspd7tD5qXZXVRwcVlyjlAaJWJx9bbYjGj0uM4szUHEnEOZlgX260Gvm1FQJZibuMkPkUXjRHtLxMY3OXrOae4EEfSRtsGAI4FMrKQmiRCIkTkrv7NBm6MThgqYyD65CL7btpEi8Txe5xBdSAXeEev95l9186BxocQGEJDSsekW5AlJ4WjAvXs3AG6A8EKrMYEQ3zBNj7EBtHmAfcvWBZuxEtAQLO7jyRhXJBXCyfWrwjpNQKQKtlSa9xosy7pw0j36KbZ6f6FHQDhauHWs7kye64frPty2W8PRhTygllWsTxIwsB9h6WeoUXdyUfFnYAkJSqon8QbQUdQEuajhbFYwIcrlcXRJWFYoAEZh5oaDoBrBHnxdJi6En1W12oLItzCoCRArBilRqcm3kMlF0qA6GbmPNcZAwD86bamJPSTaBkmMTKSLxWtWI7g6WtDo838j2pDo4y2lhGZxTB
